BET_Name,TEDataIP,Parent_Interface
KFRSKRC7-M01H-SHR-EG,10.40.60.178,ge-0/1/7
KFRSKRC7-M02H-SHR-EG,10.40.60.179,ge-0/1/7
KRSKRC06-M01H-SHR-EG,10.40.82.178,ge-0/1/8
KFRSKC10-M01Z-SHR-EG,10.41.84.34,ge-0/1/9
KFRSQC13-M01Z-SHR-EG,10.42.89.122,ge-0/2/2
KFRSKR15-M01H-SHR-EG,10.50.204.58,ge-0/2/3
KFRSKR16-M01H-SHR-EG,10.50.204.66,ge-0/2/4
KFRSKC17-M01H-SHR-EG,10.50.204.74,ge-0/2/5
KFRSKR18-M01H-SHR-EG,10.50.204.82,ge-0/2/6
KFRSKC19-M01Z-SHR-EG,10.50.204.90,ge-0/2/7
KFRSKR20-M01H-SHR-EG,10.50.204.98,ge-0/2/8
KFSKRC21-M01H-SHR-EG,10.50.204.106,ge-0/3/0
KFRSKR22-M01H-SHR-EG,10.50.204.114,ge-0/3/1
KFRSKR22-M02H-SHR-EG,10.50.204.115,ge-0/3/1
KFSKRC23-M01H-SHR-EG,10.50.204.122,ge-0/3/2
KFRSKR24-M01H-SHR-EG,10.50.204.130,ge-0/3/3
KFRSKC25-M01H-SHR-EG,10.50.204.138,ge-0/3/4
KFRSKC25-M02H-SHR-EG,10.50.204.139,ge-0/3/4
KFRSKR26-M01H-SHR-EG,10.50.204.146,ge-0/3/5
KFRSKR26-M02H-SHR-EG,10.50.204.147,ge-0/3/5
KFRSKC27-M01H-SHR-EG,10.50.204.154,ge-0/3/6
KFRSKC27-M02H-SHR-EG,10.50.204.155,ge-0/3/6
KFRSKR28-M01H-SHR-EG,10.50.204.162,ge-0/3/7
KFRSKR28-M02H-SHR-EG,10.50.204.195,ge-0/3/7
KFRSKC29-M01H-SHR-EG,10.50.204.170,ge-0/3/8
KFRSKC29-M02H-SHR-EG,10.50.204.171,ge-0/3/8
KFSKRC30-M01H-SHR-EG,10.50.204.178,ge-0/3/9
KFRSKC31-M01H-SHR-EG,10.50.204.186,ge-1/0/5
KFRSKR32-M01H-SHR-EG,10.50.204.194,ge-1/0/6
KFRSKR33-M01H-SHR-EG,10.50.204.202,ge-1/0/7
KFRSKC34-M01H-SHR-EG,10.50.204.210,ge-1/0/8
KFRSKR35-M01H-SHR-EG,10.50.204.218,ge-1/0/9
KFRSKR36-M01H-SHR-EG,10.50.204.226,ge-1/1/0
NWGCB5-M01H-GH-EG,10.40.63.2,ge-0/0/1
NWGCB1-M01H-GH-EG,10.40.63.18,ge-0/0/2
NWGCB2-M01H-GH-EG,10.40.63.26,ge-0/0/3
NWGCB2-M02H-GH-EG,10.40.63.27,ge-0/0/3
NWGCB6-M01H-GH-EG,10.40.63.10,ge-0/0/4
NWGCB5-M01Z-GH-EG,10.42.143.170,ge-0/1/3
NAWAG-M01H-GH-EG,10.42.208.178,ge-0/1/4
SALAM-M01H-SUZ-EG,10.41.193.6,ae1
SLMSZCB3-M02H-SUZ-EG,10.40.66.2,ge-0/0/3
SLMSZCB3-M01H-SUZ-EG,10.40.66.3,ge-0/0/3
SLMSZC21-M01H-SUZ-EG,10.40.98.226,ge-0/0/4
SALAMCB8-M01H-SUZ-EG,10.40.187.250,ge-0/0/5
SALAMCB9-M01H-SUZ-EG,10.40.43.138,ge-0/0/6
SSLMCB11-M01H-SUZ-E,10.40.116.218,ge-0/0/7
SLMSZC12-M01H-SUZ-EG,10.41.242.130,ge-0/0/8
SSLMCB13-M01H-SUZ-EG,10.41.243.202,ge-0/0/9
SLMSUZ41-M01H-SUZ-EG,10.41.77.154,ge-0/1/0
SLMSZC52-M01Z-SUZ-EG,10.42.196.242,ge-0/1/3
SLAMC59-M01Z-SUZ-EG,10.42.197.34,ge-0/1/4
SLAMSZ14-M01H-SUZ-EG,10.40.150.154,ge-0/1/5
SLAMSZ15-M01H-SUZ-EG,10.40.150.162,ge-0/1/6
SLMSUZ22-M01H-SUZ-EG,10.40.98.234,ge-0/1/7
SLMSUZ23-M01H-SUZ-EG,10.40.98.242,ge-0/1/8
SASUZC64-M01Z-SUZ-EG,10.42.45.98,ge-0/1/9
SLAMCB10-M01H-SUZ-EG,10.40.187.242,ge-0/2/7
SLMSZCB6-M01H-SUZ-EG,10.40.43.114,ge-0/2/9
SLMSZC16-M01H-SUZ-EG,10.40.150.170,ge-0/3/0
SLMSZC17-M01H-SUZ-EG,10.40.150.178,ge-0/3/1
SLMSZC18-M01H-SUZ-EG,10.40.150.186,ge-0/3/2
SLMSZC19-M01H-SUZ-EG,10.40.150.194,ge-0/3/3
SLMSZC20-M01H-SUZ-EG,10.40.150.202,ge-0/3/4
SLMSZCB7-M01H-SUZ-EG,10.40.43.122,ge-0/3/9
SZSLMC37-M01Z-SUZ-EG,10.41.61.74,ge-1/0/0
SZSLMC38-M01Z-SUZ-EG,10.41.61.82,ge-1/0/1
SZSLMC39-M01Z-SUZ-EG,10.41.61.90,ge-1/0/2
SZSLMC40-M01Z-SUZ-EG,10.41.61.98,ge-1/0/3
SLMSUZ42-M01H-SUZ-EG,10.41.79.154,ge-1/0/4
SLMSUZ43-M01H-SUZ-EG,10.41.79.162,ge-1/0/5
SLMSZC65-M01Z-SUZ-EG,10.42.196.194,ge-1/1/2
SLMSZC66-M01Z-SUZ-EG,10.42.196.202,ge-1/1/3
SLMSUZ48-M01N-SUZ-EG,10.42.23.210,ge-1/1/5
SLMSUZ49-M01Z-SUZ-EG,10.42.24.2,ge-1/1/6
SLMSUZ47-M01H-SUZ-EG,10.41.58.34,ge-1/1/7
SLMSUZ35-M01H-SUZ-EG,10.41.58.18,ge-1/1/8
SLMSUZ36-M01H-SUZ-EG,10.41.58.26,ge-1/1/9
SLAMC50-M01N-SUZ-EG,10.42.196.218,ge-1/2/1
SLAMC50-M02N-SUZ-EG,10.42.196.219,ge-1/2/1
SLAMC51-M01Z-SUZ-EG,10.42.196.226,ge-1/2/2
SSUEZC67-M01Z-SUZ-EG,10.42.196.210,ge-1/2/3
SLMSZC53-M01Z-SUZ-EG,10.42.196.250,ge-1/2/4
SLMSZC54-M01Z-SUZ-EG,10.42.196.234,ge-1/2/5
SLMCAB55-M01Z-SUZ-EG,10.42.197.2,ge-1/2/6
SLMCAB56-M01Z-SUZ-EG,10.42.197.10,ge-1/2/7
SLMCAB60-M01Z-SUZ-EG,10.42.197.42,ge-1/2/8
SLMSZC61-M01Z-SUZ-EG,10.42.197.50,ge-1/2/9
SLMSZC62-M01Z-SUZ-EG,10.42.197.58,ge-1/3/0
SLMSZC63-M01Z-SUZ-EG,10.42.197.66,ge-1/3/1
SLMSZC68-M01N-SUZ-EG,10.42.228.42,ge-1/3/2
SLMSZC68-M02N-SUZ-EG,10.42.228.43,ge-1/3/2
SALAMC69-M01H-SUZ-EG,10.42.228.50,ge-1/3/3
SALAMC70-M01H-SUZ-EG,10.42.228.58,ge-1/3/4
SALAMC71-M01H-SUZ-EG,10.42.228.66,ge-1/3/5
SALAMC72-M01H-SUZ-EG,10.42.228.74,ge-1/3/6
MRG2C29-M01H-C-EG,10.42.19.218,ge-0/0/0
MARG2C37-M01Z-C-EG,10.41.46.250,ge-0/0/2
Voice1179-M01H-C-EG,10.41.209.18,ge-0/0/7
Voice1570-M02H-C-EG,10.41.209.19,ge-0/0/7
MRG2C10-M01H-C-EG,10.41.209.34,ge-0/0/8
MRG2C10-M02H-C-EG,10.41.209.35,ge-0/0/8
MRG2CB11-M01H-C-EG,10.41.209.42,ge-0/0/9
MRG2CB11-M02H-C-EG,10.41.209.43,ge-0/0/9
MRG2CB12-M01H-C-EG,10.41.209.50,ge-0/1/0
MRG2CB12-M02H-C-EG,10.41.209.51,ge-0/1/0
Voice1442-M01H-C-EG,10.41.209.26,ge-0/1/1
Voice1443-M02H-C-EG,10.41.209.27,ge-0/1/1
MRG2CB13-M01H-C-EG,10.41.209.58,ge-0/1/2
MRG2CB13-M02H-C-EG,10.41.209.59,ge-0/1/2
Voice1248-M01H-C-EG,10.41.160.114,ge-0/1/3
Voice1119-M01H-C-EG,10.41.165.102,ge-0/1/4
Voice1264-M01H-C-EG,10.41.172.178,ge-0/1/4
Voice1263-M01H-C-EG,10.41.165.106,ge-0/1/5
Voice1875-M01H-C-EG,10.41.177.170,ge-0/1/6
MRG2CB20-M01H-C-EG,10.40.97.82,ge-0/2/8
MRG2CB21-M01H-C-EG,10.40.179.90,ge-0/3/0
MRG2CB22-M01H-C-EG,10.40.179.98,ge-0/3/1
MRG2CB23-M01H-C-EG,10.40.179.106,ge-0/3/2
MRG2CB24-M01H-C-EG,10.40.179.114,ge-0/3/3
MRG2CB25-M01H-C-EG,10.40.179.122,ge-0/3/4
MRG2CB26-M01H-C-EG,10.40.179.130,ge-0/3/5
Voice1262-M01H-C-EG,10.41.217.166,ge-0/3/6
MRG2C27-M01H-C-EG,10.42.19.202,ge-1/0/0
MRG2C28-M01H-C-EG,10.42.19.210,ge-1/0/1
MARG2C205-M01Z-C-EG,10.42.203.194,ge-1/0/2
MARG2C78-M02N-C-EG,10.42.203.195,ge-1/0/2
MARG2C79-M01N-C-EG,10.42.203.202,ge-1/0/3
MARG2C79-M02N-C-EG,10.42.203.203,ge-1/0/3
MARG2C33-M01Z-C-EG,10.41.46.210,ge-1/0/5
MARG2C80-M01H-C-EG,10.42.203.210,ge-1/0/6
MARG2C34-M01H-C-EG,10.41.46.218,ge-1/0/8
MRG2C32-M01Z-C-EG,10.41.46.170,ge-1/0/9
MARG2C35-M01Z-C-EG,10.41.46.226,ge-1/1/4
MARG2C30-M01Z-C-EG,10.41.46.34,ge-1/1/6
MRG2C31-M01Z-C-EG,10.41.46.74,ge-1/1/8
MARG2C36-M01Z-C-EG,10.41.46.242,ge-1/1/9
HDRACB04-M01H-ALX-EG,10.40.16.34,ge-0/0/1
CARFUR-M01H-ALX-EG,10.40.57.2,ge-0/0/2
VLTMRZA-M01H-ALX-EG,10.40.57.10,ge-0/0/3
VLTMRZA-M02H-ALX-EG,10.40.57.11,ge-0/0/3
KRMZCB3-M01H-ALX-EG,10.40.57.26,ge-0/0/4
KRMZCB3-M02H-ALX-EG,10.40.57.27,ge-0/0/4
KRMZCB4-M01H-ALX-EG,10.40.57.34,ge-0/0/5
KRMZCB4-M02H-ALX-EG,10.40.57.35,ge-0/0/5
KRMZCB6-M01H-ALX-EG,10.40.57.50,ge-0/1/0
KRMZCB6-M02H-ALX-EG,10.40.57.51,ge-0/1/0
KRMZCB7-M01H-ALX-EG,10.40.57.58,ge-0/1/1
KRMZCB7-M02H-ALX-EG,10.40.57.59,ge-0/1/1
KRMZCB14-M01H-ALX-EG,10.40.168.242,ge-0/1/2
KRMZCB14-M02H-ALX-EG,10.40.168.243,ge-0/1/2
KRMOUZ-M01H-ALX-EG,10.41.201.94,ge-0/1/9
KRMOUZ-M02H-ALX-EG,10.41.208.182,ge-0/2/0
KRMOZC10-M01H-ALX-EG,10.40.235.114,ge-0/2/2
KRMOZC10-M02H-ALX-EG,10.40.235.115,ge-0/2/2
KRMOZC12-M01H-ALX-EG,10.40.235.130,ge-0/2/3
KRMOZC12-M02H-ALX-EG,10.40.235.131,ge-0/2/3
KRMOUZ-M03H-ALX-EG,10.41.214.78,ge-0/2/4
KRMZCB13-M01H-ALX-EG,10.41.245.186,ge-0/2/7
KRMZCB13-M02H-ALX-EG,10.41.245.187,ge-0/2/7
KRMZCB11-M01H-ALX-EG,10.40.235.122,ge-0/2/8
KRMZCB11-M02H-ALX-EG,10.40.235.123,ge-0/2/8
KRMOZ49-M01H-ALX-EG,10.50.100.42,ge-0/3/1
KARMZC16-M01H-ALX-EG,10.41.75.74,ge-0/3/4
KARMZC16-M02H-ALX-EG,10.41.75.75,ge-0/3/4
KARMZC17-M01H-ALX-EG,10.41.75.82,ge-0/3/5
KARMZC17-M02H-ALX-EG,10.41.75.83,ge-0/3/5
KRMZC18-M01H-ALX-EG,10.41.58.66,ge-0/3/6
KRMZC18-M02H-ALX-EG,10.41.58.67,ge-0/3/6
KRMZC19-M01H-ALX-EG,10.42.14.194,ge-0/3/8
KRMZC19-M02H-ALX-EG,10.42.14.195,ge-0/3/8
KRMZC20-M01Z-ALX-EG,10.42.99.250,ge-1/0/0
KRMZC21-M01Z-ALX-EG,10.42.99.234,ge-1/0/1
KRMZC25-M01Z-ALX-EG,10.42.156.146,ge-1/0/2
KRMZC26-M01Z-ALX-EG,10.42.156.154,ge-1/0/3
KRMZC27-M01Z-ALX-EG,10.42.156.162,ge-1/0/4
KRMZC24-M01H-ALX-EG,10.42.201.2,ge-1/0/6
KRMZC24-M02H-ALX-EG,10.42.201.3,ge-1/0/6
KRMOZC22-M01Z-ALX-EG,10.42.100.2,ge-1/0/8
KRMOZC23-M01Z-ALX-EG,10.42.100.10,ge-1/0/9
KRMOZC30-M01H-ALX-EG,10.42.223.170,ge-1/1/0
KRMOZC31-M01H-ALX-EG,10.42.223.178,ge-1/1/1
KRMOZC32-M01H-ALX-EG,10.42.223.186,ge-1/1/2
KRMOZC33-M01H-ALX-EG,10.42.223.194,ge-1/1/3
KRMOZC41-M01H-ALX-EG,10.50.99.242,ge-1/1/5
KRMOZC42-M01Z-ALX-EG,10.50.99.250,ge-1/1/6
KRMOZC42-M02Z-ALX-EG,10.50.99.251,ge-1/1/6
SUEZC152-M01H-SUZ-EG,10.50.129.162,ge-0/0/1
SUEZC261-M01Z-SUZ-EG,,ge-0/0/4
SUEZCB77-M01N-SUZ-EG,10.42.197.162,ge-0/0/6
SUEZCB77-M02N-SUZ-EG,10.42.197.163,ge-0/0/6
SUEZ246-M01Z-SUZ-EG,10.60.149.186,ge-0/1/1
SUEZC263-M01Z-SUZ-EG,,ge-0/1/3
SUEZCB21-M01H-SUZ-EG,10.40.224.234,ge-0/1/7
NEWMALC1-M01H-SUZ-EG,10.40.191.170,ge-0/2/0
SUEZC251-M01Z-SUZ-EG,10.60.53.114,ge-0/2/5
SUEZC253-M01Z-SUZ-EG,10.60.53.106,ge-0/2/6
SUEZCB22-M01H-SUZ-EG,10.40.150.210,ge-0/2/7
SUEZCB38-M01H-SUZ-EG,10.41.241.162,ge-0/2/8
SUEZCB69-M01Z-SUZ-EG,10.42.197.106,ge-0/2/9
SUEZC163-M01H-SUZ-EG,10.50.162.10,ge-0/3/0
SUEZCB56-M01H-SUZ-EG,10.41.58.42,ge-0/3/1
SUEZC93-M01H-SUZ-EG,10.42.239.162,ge-0/3/3
SUEZC100-M01H-SUZ-EG,10.50.128.218,ge-0/3/4
SUEZCB20-M01H-SUZ-EG,10.40.224.226,ge-0/3/5
SUEZC68-M01Z-SUZ-EG,10.42.197.98,ge-0/3/6
SUEZC68-M02Z-SUZ-EG,10.42.197.99,ge-0/3/6
SUEZC107-M01H-SUZ-EG,10.50.128.250,ge-0/3/7
SUEZCB39-M01H-SUZ-EG,10.41.241.170,ge-1/0/0
SUEZCB49-M01H-SUZ-EG,10.41.241.194,ge-1/0/1
SUEZCB50-M01H-SUZ-EG,10.41.241.202,ge-1/0/2
SUEZCB40-M01H-SUZ-EG,10.40.99.26,ge-1/0/4
Voice2439-M01Z-C-EG,10.60.153.50,ge-1/0/5
SUEZCB41-M01H-SUZ-EG,10.41.241.138,ge-1/0/6
SUEZCB43-M01H-SUZ-EG,10.41.241.146,ge-1/0/7
SUEZCB55-M01H-SUZ-EG,10.41.65.130,ge-1/0/8
SUEZCB42-M01H-SUZ-EG,10.41.241.178,ge-1/0/9
SUEZCB47-M01H-SUZ-EG,10.41.241.186,ge-1/1/0
SUEZCB44-M01H-SUZ-EG,10.40.99.34,ge-1/1/1
SUEZCB45-M01H-SUZ-EG,10.40.99.42,ge-1/1/2
SUEZCB37-M01H-SUZ-EG,10.40.98.250,ge-1/1/3
SUEZCB37-M02H-SUZ-EG,10.40.98.251,ge-1/1/3
SUEZCB57-M01H-SUZ-EG,10.41.58.50,ge-1/1/8
SUEZC72-M01Z-SUZ-EG,10.42.197.130,ge-1/2/0
SUEZC73-M01Z-SUZ-EG,10.42.197.138,ge-1/2/1
SUEZC65-M01Z-SUZ-EG,10.42.197.74,ge-1/2/2
SUEZC66-M01Z-SUZ-EG,10.42.197.82,ge-1/2/3
SUEZC67-M01Z-SUZ-EG,10.42.197.90,ge-1/2/4
SUEZC70-M01Z-SUZ-EG,10.42.197.114,ge-1/2/5
SUEZCB71-M01Z-SUZ-EG,10.42.197.122,ge-1/2/6
SUEZCB75-M01N-SUZ-EG,10.42.197.146,ge-1/2/8
SUEZCB75-M02N-SUZ-EG,10.42.197.147,ge-1/2/8
SUEZC78-M01N-SUZ-EG,10.42.197.170,ge-1/2/9
SUEZC78-M02N-SUZ-EG,10.42.197.171,ge-1/2/9
SUEZC950-M01H-SUZ-EG,10.42.51.242,ge-1/3/0
SUEZC250-M01Z-SUZ-EG,10.60.53.122,ge-1/3/1
SUEZC82-M01Z-SUZ-EG,10.42.227.242,ge-1/3/2
SUEZC79-M01Z-SUZ-EG,10.42.57.122,ge-1/3/3
SUEZC125-M01H-SUZ-EG,10.50.162.2,ge-1/3/5
SUEZCB76-M01N-SUZ-EG,10.42.197.154,ge-1/3/8
SUEZCB76-M02N-SUZ-EG,10.42.197.155,ge-1/3/8
MSTQBAL-M01H-IS-EG,10.41.190.18,ae3
Voice1151-M01H-C-EG,10.40.59.2,ge-0/0/1
ESKM1011-M01H-IS-EG,10.40.59.10,ge-0/0/2
WSFYAC2-M01H-IS-EG,10.40.59.18,ge-0/0/3
ESTSMCB1-M01H-IS-EG,10.40.59.26,ge-0/1/2
MSTQC25-M01H-IS-EG,10.50.123.218,ge-0/1/8
MOSKBC30-M01H-IS-EG,10.50.123.234,ge-0/1/9
MTKBLC5-M01H-IS-EG,10.41.118.90,ge-0/2/0
MTKBLC6-M01H-IS-EG,10.41.118.98,ge-0/2/1
MTKBLC7-M01H-IS-EG,10.41.118.106,ge-0/2/2
MSTQBAL8-M01H-IS-EG,10.41.118.114,ge-0/2/3
MTKBLC9-M01H-IS-EG,10.41.118.122,ge-0/2/4
MTKBLC10-M01H-IS-EG,10.41.118.130,ge-0/2/5
MSTQC20-M01H-IS-EG,10.42.152.50,ge-0/2/6
MSTQC19-M01H-IS-EG,10.42.152.42,ge-0/2/9
MSTQC11-M01H-IS-EG,10.42.151.242,ge-0/3/2
MSTQC12-M01H-IS-EG,10.42.151.250,ge-0/3/3
MSTQC13-M01H-IS-EG,10.42.151.234,ge-0/3/4
MSTQC14-M01H-IS-EG,10.42.152.2,ge-0/3/5
MSTQC15-M01H-IS-EG,10.42.152.10,ge-0/3/6
MSTQC16-M01H-IS-EG,10.42.152.18,ge-0/3/7
MSTQBL17-M01H-IS-EG,10.42.152.26,ge-0/3/8
MSTQC18-M01H-IS-EG,10.42.152.34,ge-0/3/9
MSTQC26-M01H-IS-EG,10.50.123.226,ge-1/0/0
MSTQC27-M01H-IS-EG,10.50.123.242,ge-1/0/1
MSTQC28-M01H-IS-EG,10.50.123.250,ge-1/0/2
MSTQBL35-M01H-IS-EG,10.60.63.162,ge-1/0/3
MSTQBL32-M01Z-IS-EG,10.60.148.202,ge-1/0/4
MSTQBL33-M01Z-IS-EG,10.60.148.210,ge-1/0/5
MBRKPT59-M01H-PTS-EG,10.41.50.162,ge-0/0/0
MBRKPT59-M02H-PTS-EG,10.41.50.163,ge-0/0/0
POSCBN6-M01H-PTS-EG,10.40.137.42,ge-0/0/3
POSCBN6-M02H-PTS-EG,10.40.137.43,ge-0/0/3
POSCBN7-M01H-PTS-EG,10.40.137.50,ge-0/0/4
PTSCB8-M01H-PTS-EG,10.40.137.74,ge-0/0/5
PTSCB8-M02H-PTS-EG,10.40.137.75,ge-0/0/5
PTSCB9-M01H-PTS-EG,10.40.137.82,ge-0/0/6
PTSCB9-M02H-PTS-EG,10.40.137.83,ge-0/0/6
POSCBN4-M01H-PTS-EG,10.40.137.34,ge-0/0/8
POSCBN2-M01H-PTS-EG,10.40.137.18,ge-0/0/9
PORSAD28-M01H-PTS-EG,10.40.85.10,ge-0/1/0
BRGLBCB-M01H-PTS-EG,10.40.137.66,ge-0/1/2
BRGLBCB-M02H-PTS-EG,10.40.137.67,ge-0/1/2
PRTSC166-M01Z-PTS-EG,10.50.118.218,ge-0/1/3
PRTSC166-M02Z-PTS-EG,10.50.118.211,ge-0/1/3
POSCBN17-M01H-PTS-EG,10.40.137.130,ge-0/1/4
POSCBN17-M02H-PTS-EG,10.40.137.131,ge-0/1/4
POSCBN10-M01H-PTS-EG,10.40.137.170,ge-0/1/5
POSCBN10-M02H-PTS-EG,10.40.137.171,ge-0/1/5
PRTSLM44-M01H-PTS-EG,10.40.191.26,ge-0/1/6
POSCBN19-M01H-PTS-EG,10.40.137.146,ge-0/1/7
POSCBN19-M02H-PTS-EG,10.40.137.147,ge-0/1/7
POSCBN5-M01H-PTS-EG,10.40.137.10,ge-0/1/8
POSCBN1-M01H-PTS-EG,10.40.137.26,ge-0/1/9
POSMCB11-M01H-PTS-EG,10.40.137.90,ge-0/2/0
POSMCB11-M02H-PTS-EG,10.40.137.91,ge-0/2/0
POSMCB13-M01H-PTS-EG,10.40.137.106,ge-0/2/2
POSMCB13-M02H-PTS-EG,10.40.137.107,ge-0/2/2
POSCBN16-M01H-PTS-EG,10.40.137.122,ge-0/2/4
POSCBN16-M02H-PTS-EG,10.40.137.123,ge-0/2/4
POSCBN15-M01H-PTS-EG,10.40.137.114,ge-0/2/5
POSMCB18-M01H-PTS-EG,10.40.137.138,ge-0/2/6
POSMCB18-M02H-PTS-EG,10.40.137.139,ge-0/2/6
SALAMC40-M01H-PTS-EG,10.40.137.178,ge-0/2/7
SALAMC40-M02H-PTS-EG,10.40.137.179,ge-0/2/7
SALAMC20-M01H-PTS-EG,10.40.137.154,ge-0/2/8
SALAMC20-M02H-PTS-EG,10.40.137.155,ge-0/2/8
SALAMC21-M01H-PTS-EG,10.40.137.162,ge-0/2/9
PRSSLM22-M01H-PTS-EG,10.40.40.66,ge-0/3/0
PRSSLM22-M02H-PTS-EG,10.40.40.67,ge-0/3/0
POSSLM23-M01H-PTS-E,10.40.40.130,ge-0/3/1
POSSLM24-M01H-PTS-EG,10.40.87.138,ge-0/3/2
PRSSLM25-M01H-PTS-EG,10.40.72.122,ge-0/3/3
PRSSLM25-M02H-PTS-EG,10.40.72.123,ge-0/3/3
PRSSLM26-M01H-PTS-EG,10.40.72.130,ge-0/3/4
PRSSLM27-M01H-PTS-EG,10.40.72.138,ge-0/3/5
MBPTC167-M01Z-PTS-EG,10.50.118.226,ge-0/3/6
PORTSC92-M01N-PTS-EG,10.42.233.26,ge-0/3/7
PORTSC92-M02N-PTS-EG,10.42.233.27,ge-0/3/7
POSCBN29-M01H-PTS-EG,10.40.85.18,ge-0/3/8
PORSAD30-M01H-PTS-EG,10.40.85.26,ge-0/3/9
MBRKPT45-M01H-PTS-EG,10.40.150.242,ge-1/0/0
MBRKPT58-M01H-PTS-EG,10.41.54.210,ge-1/0/6
MBRKCB32-M01H-PTS-EG,10.40.115.42,ge-1/0/7
MBRKCB33-M01H-PTS-EG,10.40.115.50,ge-1/0/8
MBRKCB34-M01H-PTS-EG,10.40.115.58,ge-1/1/0
MBRKCB36-M01H-PTS-EG,10.40.115.66,ge-1/1/1
PORSAD41-M01H-PTS-EG,10.40.115.106,ge-1/1/2
MBRKCB31-M01H-PTS-EG,10.40.115.34,ge-1/1/3
PORSAD42-M01H-PTS-EG,10.40.115.114,ge-1/1/4
MBRKCB38-M01H-PTS-EG,10.40.115.82,ge-1/1/5
MBRKCB37-M01H-PTS-EG,10.40.115.74,ge-1/1/8
MBRKCB43-M01H-PTS-EG,10.40.115.122,ge-1/1/9
PTSSC168-M01Z-PTS-EG,10.50.118.242,ge-1/2/0
PRTSLM54-M01H-PTS-EG,10.41.57.186,ge-1/2/1
PRTSLM54-M02H-PTS-EG,10.41.57.187,ge-1/2/1
PRTSLM55-M01H-PTS-EG,10.41.57.194,ge-1/2/2
MURKCB61-M01H-PTS-EG,10.42.13.66,ge-1/2/3
PTSSC169-M01Z-PTS-EG,10.50.118.250,ge-1/2/5
PTSSC173-M01Z-PTS-EG,10.60.48.122,ge-1/2/6
PRTSLM50-M01H-PTS-EG,10.41.117.218,ge-1/2/7
PRTSLM50-M02H-PTS-EG,10.41.117.219,ge-1/2/7
PRTSLM51-M01H-PTS-EG,10.41.117.226,ge-1/2/8
PRTSLM51-M02H-PTS-EG,10.41.117.227,ge-1/2/8
PRTSLM52-M01H-PTS-EG,10.41.117.242,ge-1/2/9
PRTSLM52-M02H-PTS-EG,10.41.117.243,ge-1/2/9
PRTSLM53-M01H-PTS-EG,10.41.117.250,ge-1/3/0
PRTSLM53-M02H-PTS-EG,10.41.117.252,ge-1/3/0
MBPTSC62-M01Z-PTS-EG,10.42.153.162,ge-1/3/8
MBPTSC63-M01Z-PTS-EG,10.42.153.170,ge-1/3/9
QNESTCB4-M01H-KN-EG,10.40.90.26,ge-0/0/4
QNESTCB4-M02H-KN-EG,10.40.90.27,ge-0/0/4
QRNAEC34-M01Z-KN-EG,10.42.192.154,ge-0/0/7
QENAEC67-M01H-KN-EG,10.50.162.154,ge-0/1/2
QNASTC22-M01H-KN-EG,10.40.192.138,ge-0/1/7
QNAEAST-M01H-KN-EG,10.41.213.246,ge-0/1/9
QNASTCB7-M01H-KN-EG,10.40.122.82,ge-0/2/0
QNASTCB8-M01H-KN-EG,10.40.122.90,ge-0/2/1
QRNAEC36-M01Z-KN-EG,10.42.192.170,ge-0/2/2
QRNAEC37-M01Z-KN-EG,10.42.192.178,ge-0/2/3
QRNAEC33-M01Z-KN-EG,10.42.192.146,ge-0/2/4
QENEST41-M01H-KN-EG,10.42.248.82,ge-0/2/5
QNASTC13-M01H-KN-EG,10.40.122.130,ge-0/2/6
QNASTC13-M02H-KN-EG,10.40.122.131,ge-0/2/6
QNASTC23-M01H-KN-EG,10.40.154.154,ge-0/3/4
QNASTC26-M01H-KN-EG,10.41.54.242,ge-0/3/5
QNASTC27-M01H-KN-EG,10.41.54.250,ge-0/3/6
QNASTC28-M01H-KN-EG,10.42.16.90,ge-1/1/0
QNASTC29-M01H-KN-EG,10.42.16.98,ge-1/1/1
QENEST31-M01N-KN-EG,10.42.29.250,ge-1/1/4
QRNAEC39-M01Z-KN-EG,10.42.192.194,ge-1/1/6
QENAEC40-M01Z-KN-EG,10.42.192.202,ge-1/1/7
QRNAEC35-M01Z-KN-EG,10.42.192.162,ge-1/1/9
QRNAEC38-M01Z-KN-EG,10.42.192.186,ge-1/2/3
QENAEC42-M01H-KN-EG,10.42.248.90,ge-1/2/4
QENAEC45-M01H-KN-EG,10.50.126.250,ge-1/2/6
QNAEST46-M01H-KN-EG,10.50.126.234,ge-1/2/7
QNAEST47-M01H-KN-EG,10.50.127.2,ge-1/2/8
QENAEC58-M01H-KN-EG,10.50.127.90,ge-1/2/9
QNAES48-M01H-KN-EG,10.50.127.10,ge-1/3/0
QNAEST49-M01H-KN-EG,10.50.127.18,ge-1/3/1
QENAEC50-M01H-KN-EG,10.50.127.26,ge-1/3/2
QENAEC51-M01H-KN-EG,10.50.127.34,ge-1/3/3
QNAEST52-M01H-KN-EG,10.50.127.42,ge-1/3/4
QENA53-M01H-KN-EG,10.50.127.50,ge-1/3/5
QNAES54-M01H-KN-EG,10.50.127.58,ge-1/3/6
QENAEC55-M01H-KN-EG,10.50.127.66,ge-1/3/7
QENAEC56-M01H-KN-EG,10.50.127.74,ge-1/3/8
QENAEC57-M01H-KN-EG,10.50.127.82,ge-1/3/9
6OCT2CB1-M01H-GZ-EG,10.41.94.130,ge-0/0/2
6OCT2CB1-M02H-GZ-EG,10.41.94.131,ge-0/0/2
MTWREN2-M01H-C-EG,10.40.14.50,ge-0/0/3
