_id,TE_ipaddress,TE_ifName
5f47fb10bdb27375ccf40787,10.40.183.114,ethernet0/9/0
5f47fb10bdb27375ccf40788,10.40.68.226,ethernet0/9/0
5f47fb10bdb27375ccf40789,10.50.93.202,gei_1/21/1
5f47fb10bdb27375ccf4078b,10.40.199.2,ethernet0/9/0
5f47fb10bdb27375ccf4078c,10.50.181.186,ethernet0/9/0
5f47fb10bdb27375ccf4078d,10.50.10.90,gei_1/22/1
5f47fb10bdb27375ccf4078f,10.50.36.242,ethernet0/9/0
5f47fb10bdb27375ccf40790,10.42.145.122,ethernet0/9/0
5f47fb10bdb27375ccf40793,10.42.50.226,ethernet0/10/0
5f47fb10bdb27375ccf40794,10.42.197.122,gei_1/21/1
5f47fb10bdb27375ccf40795,10.40.38.178,ethernet0/6/0
5f47fb10bdb27375ccf40796,10.42.29.146,ethernet0/9/0
5f47fb10bdb27375ccf40797,10.40.52.178,ethernet0/9/0
5f47fb10bdb27375ccf4079a,10.50.13.50,ethernet0/9/0
5f47fb10bdb27375ccf4079b,10.50.137.42,gei_1/21/1
5f47fb10bdb27375ccf4079c,10.41.205.11,ethernet0/9/0
5f47fb10bdb27375ccf4079f,10.40.182.50,ethernet0/9/0
5f47fb10bdb27375ccf407a0,10.50.193.82,gei_1/21/1
5f47fb10bdb27375ccf407a2,10.50.8.2,gei_1/22/1
5f47fb10bdb27375ccf407a6,10.41.241.107,ethernet0/10/0
5f47fb10bdb27375ccf407a8,10.42.40.170,gei_1/21/1
5f47fb10bdb27375ccf407ae,10.42.96.163,ethernet0/10/0
5f47fb10bdb27375ccf407af,10.40.0.235,ethernet0/10/0
5f47fb10bdb27375ccf407b0,10.42.143.35,gei_1/21/1
5f47fb10bdb27375ccf407b1,10.50.63.178,ethernet0/9/0
5f47fb10bdb27375ccf407b2,10.41.158.234,ethernet0/9/0
5f47fb10bdb27375ccf407b3,10.50.190.234,gei_1/21/1
5f47fb10bdb27375ccf407b5,10.42.45.218,gei_1/22/1
5f47fb10bdb27375ccf407b7,10.42.254.2,gei_1/22/1
5f47fb10bdb27375ccf407b9,10.41.222.154,ethernet0/9/0
5f47fb10bdb27375ccf407ba,10.42.20.106,ethernet0/7/0
5f47fb10bdb27375ccf407bb,10.60.19.42,gei_1/22/1
5f47fb10bdb27375ccf407bd,10.40.201.179,ethernet0/9/0
5f47fb10bdb27375ccf407be,10.42.147.114,gei_1/21/1
5f47fb10bdb27375ccf407c1,10.40.107.75,ethernet0/9/0
5f47fb10bdb27375ccf407c2,10.50.63.170,ethernet0/9/0
5f47fb10bdb27375ccf407c3,10.50.13.210,gei_1/21/1
5f47fb10bdb27375ccf407c5,10.40.145.138,ethernet0/10/0
5f47fb10bdb27375ccf407c6,10.41.175.138,ethernet0/9/0
5f47fb10bdb27375ccf407c7,10.42.114.98,ethernet0/9/0
5f47fb10bdb27375ccf407ca,10.40.138.74,ethernet0/7/0
5f47fb10bdb27375ccf407cd,10.41.46.250,gei_1/22/1
5f47fb10bdb27375ccf407cf,10.42.139.18,ethernet0/10/0
5f47fb10bdb27375ccf407d0,10.40.1.139,ethernet0/9/0
5f47fb10bdb27375ccf407d1,10.42.223.178,ethernet0/10/0
5f47fb10bdb27375ccf407d2,10.42.90.210,gei_1/21/1
5f47fb10bdb27375ccf407d4,10.42.20.226,ethernet0/10/0
5f47fb10bdb27375ccf407d5,10.50.10.114,gei_1/21/1
5f47fb10bdb27375ccf407d6,10.40.103.234,ethernet0/9/0
5f47fb10bdb27375ccf407d7,10.40.65.123,ethernet0/9/0
5f47fb10bdb27375ccf407d8,10.40.137.138,ethernet0/10/0
5f47fb10bdb27375ccf407da,10.41.170.54,ethernet0/10/0
5f47fb10bdb27375ccf407db,10.40.189.210,ethernet0/10/0
5f47fb10bdb27375ccf407dc,10.50.251.250,gei_1/1/1
5f47fb10bdb27375ccf407de,10.42.179.178,ethernet0/10/0
5f47fb10bdb27375ccf407df,10.40.75.138,ethernet0/10/0
5f47fb10bdb27375ccf407e0,10.60.17.50,gei_1/21/1
5f47fb10bdb27375ccf407e2,10.50.75.242,ethernet0/10/0
5f47fb10bdb27375ccf407e3,10.42.186.163,ethernet0/10/0
5f47fb10bdb27375ccf407e4,10.50.196.154,gei_1/22/1
5f47fb10bdb27375ccf407e6,10.40.13.43,gei_1/21/1
5f47fb10bdb27375ccf407e7,10.60.16.34,gei_1/21/1
5f47fb10bdb27375ccf407e9,10.40.18.162,ethernet0/9/0
5f47fb10bdb27375ccf407eb,10.50.209.170,gei_1/22/1
5f47fb10bdb27375ccf407ed,10.42.122.226,gei_1/21/1
5f47fb10bdb27375ccf407f1,10.40.120.194,gei_1/22/1
5f47fb10bdb27375ccf407f3,10.42.0.234,ethernet0/9/0
5f47fb10bdb27375ccf407f4,10.60.17.10,gei_1/22/1
5f47fb10bdb27375ccf407f6,10.60.60.170,ethernet0/9/0
5f47fb10bdb27375ccf407f7,10.40.214.19,ethernet0/9/0
5f47fb10bdb27375ccf407f8,10.50.192.74,gei_1/21/1
5f47fb10bdb27375ccf407fa,10.42.112.10,ethernet0/10/0
5f47fb10bdb27375ccf407ff,10.40.182.34,ethernet0/9/0
5f47fb10bdb27375ccf40800,10.41.207.18,ethernet0/9/0
5f47fb10bdb27375ccf40801,10.40.245.226,ethernet0/7/0
5f47fb10bdb27375ccf40802,10.42.30.130,gei_1/21/1
5f47fb10bdb27375ccf40804,10.40.97.19,ethernet0/10/0
5f47fb10bdb27375ccf40805,10.42.250.226,gei_1/21/1
5f47fb10bdb27375ccf40807,10.40.171.59,gei_1/21/1
5f47fb10bdb27375ccf40808,10.50.97.51,gei_1/22/1
5f47fb10bdb27375ccf4080a,10.40.63.242,ethernet0/10/0
5f47fb10bdb27375ccf4080b,10.42.40.210,gei_1/1/1
5f47fb10bdb27375ccf4080d,10.50.93.2,gei_1/21/1
5f47fb10bdb27375ccf4080f,10.50.50.98,gei_1/21/1
5f47fb10bdb27375ccf40810,10.50.251.90,gei_1/22/1
5f47fb10bdb27375ccf40812,10.50.194.106,gei_1/21/1
5f47fb10bdb27375ccf40814,10.42.1.130,ethernet0/9/0
5f47fb10bdb27375ccf40815,10.50.246.154,gei_1/21/1
5f47fb10bdb27375ccf40817,10.41.177.202,ethernet0/9/0
5f47fb10bdb27375ccf40819,10.40.160.203,ethernet0/9/0
5f47fb10bdb27375ccf4081a,10.42.242.186,gei_1/21/1
5f47fb10bdb27375ccf4081c,10.40.64.227,ethernet0/10/0
5f47fb10bdb27375ccf4081d,10.42.223.122,gei_1/21/1
5f47fb10bdb27375ccf4081f,10.40.83.2,ethernet0/9/0
5f47fb10bdb27375ccf40820,10.42.27.90,ethernet0/10/0
5f47fb10bdb27375ccf40821,10.50.194.50,gei_1/21/1
5f47fb10bdb27375ccf40823,10.50.40.74,gei_1/21/1
5f47fb10bdb27375ccf40825,10.42.41.66,gei_1/22/1
5f47fb10bdb27375ccf4082b,10.40.52.51,ethernet0/10/0
5f47fb10bdb27375ccf4082c,10.42.56.226,gei_1/21/1
5f47fb10bdb27375ccf4082e,10.42.213.146,ethernet0/9/0
5f47fb10bdb27375ccf4082f,10.40.70.243,ethernet0/10/0
5f47fb10bdb27375ccf40830,10.50.200.2,gei_1/22/1
5f47fb10bdb27375ccf40833,10.50.176.250,gei_1/22/1
5f47fb10bdb27375ccf40835,10.41.235.82,ethernet0/9/0
5f47fb10bdb27375ccf40836,10.40.11.67,ethernet0/9/0
5f47fb10bdb27375ccf40837,10.41.40.250,gei_1/21/1
5f47fb10bdb27375ccf40839,10.40.250.90,ethernet0/10/0
5f47fb10bdb27375ccf4083c,10.50.200.122,gei_1/22/1
5f47fb10bdb27375ccf4083e,10.41.1.27,ethernet0/9/1
5f47fb10bdb27375ccf4083f,10.42.133.194,ethernet0/10/0
5f47fb10bdb27375ccf40840,10.40.188.211,ethernet0/9/0
5f47fb10bdb27375ccf40841,10.42.43.66,gei_1/21/1
5f47fb10bdb27375ccf40843,10.42.139.26,ethernet0/10/0
5f47fb10bdb27375ccf40844,10.50.224.250,gei_1/22/1
5f47fb10bdb27375ccf40846,10.50.202.226,ethernet0/9/0
5f47fb10bdb27375ccf40847,10.50.47.2,gei_1/21/1
5f47fb10bdb27375ccf40849,10.50.46.250,gei_1/22/1
5f47fb10bdb27375ccf4084b,10.50.55.250,ethernet0/9/0
5f47fb10bdb27375ccf4084c,10.50.124.130,gei_1/1/1
5f47fb10bdb27375ccf4084e,10.40.123.2,ethernet0/10/0
5f47fb10bdb27375ccf4084f,10.42.80.122,ethernet0/9/0
5f47fb10bdb27375ccf40850,10.50.183.250,gei_1/21/1
5f47fb10bdb27375ccf40852,10.42.255.114,gei_1/22/1
5f47fb10bdb27375ccf40854,10.50.227.114,gei_1/21/1
5f47fb10bdb27375ccf40856,10.50.241.34,gei_1/21/1
5f47fb10bdb27375ccf40858,10.50.50.122,gei_1/21/1
5f47fb10bdb27375ccf4085a,10.50.100.107,gei_1/22/1
5f47fb10bdb27375ccf4085b,10.50.112.170,gei_1/21/1
5f47fb10bdb27375ccf4085d,10.50.192.18,gei_1/22/1
5f47fb10bdb27375ccf40860,10.40.183.154,ethernet0/10/0
5f47fb10bdb27375ccf40861,10.40.232.234,ethernet0/7/0
5f47fb10bdb27375ccf40862,10.42.130.58,ethernet0/9/0
5f47fb10bdb27375ccf40863,10.40.90.162,ethernet0/9/0
5f47fb10bdb27375ccf40864,10.42.92.58,gei_1/1/1
5f47fb10bdb27375ccf40867,10.41.228.19,ethernet0/9/0
5f47fb10bdb27375ccf40868,10.42.32.34,gei_1/1/1
5f47fb10bdb27375ccf4086a,10.40.216.171,ethernet0/9/0
5f47fb10bdb27375ccf4086b,10.50.42.18,ethernet0/9/0
5f47fb10bdb27375ccf4086c,10.50.0.122,gei_1/22/1
5f47fb10bdb27375ccf4086e,10.42.100.227,gei_1/22/1
5f47fb10bdb27375ccf4086f,10.42.121.10,gei_1/21/1
5f47fb10bdb27375ccf40871,10.42.84.74,ethernet0/10/0
5f47fb10bdb27375ccf40872,10.60.33.194,gei_1/22/1
5f47fb10bdb27375ccf40874,10.40.49.18,ethernet0/9/0
5f47fb10bdb27375ccf40875,10.50.251.50,gei_1/21/1
5f47fb10bdb27375ccf40877,10.42.250.202,gei_1/22/1
5f47fb10bdb27375ccf40879,10.41.59.202,gei_1/21/1
5f47fb10bdb27375ccf4087b,10.50.39.250,ethernet0/9/0
5f47fb10bdb27375ccf4087c,10.40.0.75,ethernet0/10/0
5f47fb10bdb27375ccf4087d,10.60.15.170,gei_1/21/1
5f47fb10bdb27375ccf4087f,10.50.5.210,ethernet0/10/0
5f47fb10bdb27375ccf40880,10.50.199.42,gei_1/21/1
5f47fb10bdb27375ccf40882,10.60.19.218,gei_1/21/1
5f47fb10bdb27375ccf40884,10.40.182.202,ethernet0/9/0
5f47fb10bdb27375ccf40885,10.42.169.250,ethernet0/10/0
5f47fb10bdb27375ccf40888,10.42.132.42,ethernet0/10/0
5f47fb10bdb27375ccf40889,10.42.110.170,ethernet0/10/0
5f47fb10bdb27375ccf4088a,10.50.93.18,gei_1/22/1
5f47fb10bdb27375ccf4088c,10.40.197.26,ethernet0/9/0
5f47fb10bdb27375ccf4088d,10.42.161.242,ethernet0/9/0
5f47fb10bdb27375ccf4088e,10.41.178.10,ethernet0/9/0
5f47fb10bdb27375ccf4088f,10.60.0.34,gei_1/21/1
5f47fb10bdb27375ccf40892,10.40.154.250,ethernet0/9/0
5f47fb10bdb27375ccf40893,10.50.241.58,gei_1/21/1
5f47fb10bdb27375ccf40895,10.42.51.130,gei_1/21/1
5f47fb10bdb27375ccf40897,10.40.108.10,ethernet0/10/0
5f47fb10bdb27375ccf40898,10.41.200.230,ethernet0/9/0
5f47fb10bdb27375ccf40899,10.42.171.42,ethernet0/10/0
5f47fb10bdb27375ccf4089a,10.42.170.194,ethernet0/9/0
5f47fb10bdb27375ccf4089b,10.50.194.58,gei_1/21/1
5f47fb10bdb27375ccf4089d,10.50.227.178,gei_1/21/1
5f47fb10bdb27375ccf4089e,10.41.243.234,ethernet0/9/0
5f47fb10bdb27375ccf4089f,10.40.190.186,ethernet0/9/0
5f47fb10bdb27375ccf408a0,10.42.89.226,gei_1/22/1
5f47fb10bdb27375ccf408a2,10.42.130.122,gei_1/21/1
5f47fb10bdb27375ccf408a4,10.50.181.106,ethernet0/9/0
5f47fb10bdb27375ccf408a5,10.50.195.66,gei_1/21/1
5f47fb10bdb27375ccf408a9,10.60.37.26,ethernet0/9/0
5f47fb10bdb27375ccf408aa,10.42.94.114,ethernet0/10/0
5f47fb10bdb27375ccf408ab,10.41.222.50,gei_1/22/1
5f47fb10bdb27375ccf408ad,10.41.48.210,ethernet0/9/0
5f47fb10bdb27375ccf408ae,10.42.171.122,ethernet0/10/0
5f47fb10bdb27375ccf408af,10.41.55.178,ethernet0/10/0
5f47fb10bdb27375ccf408b1,10.40.77.10,gei_1/22/1
5f47fb10bdb27375ccf408b3,10.50.60.106,gei_1/21/1
5f47fb10bdb27375ccf408b5,10.42.130.170,gei_1/22/1
5f47fb10bdb27375ccf408b7,10.42.131.194,gei_1/21/1
5f47fb10bdb27375ccf408b9,10.40.87.227,ethernet0/9/0
5f47fb10bdb27375ccf408ba,10.50.242.194,gei_1/22/1
5f47fb10bdb27375ccf408bc,10.50.10.98,gei_1/22/1
5f47fb10bdb27375ccf408be,10.42.1.2,ethernet0/9/0
5f47fb10bdb27375ccf408bf,10.40.244.139,ethernet0/9/0
5f47fb10bdb27375ccf408c0,10.40.160.171,ethernet0/10/0
5f47fb10bdb27375ccf408c1,10.42.83.186,ethernet0/9/0
5f47fb10bdb27375ccf408c2,10.42.107.82,ethernet0/9/0
5f47fb10bdb27375ccf408c5,10.42.238.234,ethernet0/9/0
5f47fb10bdb27375ccf408c6,10.40.197.67,ethernet0/9/0
5f47fb10bdb27375ccf408c7,10.40.137.66,ethernet0/9/0
5f47fb10bdb27375ccf408c8,10.40.181.122,ethernet0/9/0
5f47fb10bdb27375ccf408cd,10.60.13.106,ethernet0/10/0
5f47fb10bdb27375ccf408ce,10.40.47.115,ethernet0/10/0
5f47fb10bdb27375ccf408cf,10.40.252.203,ethernet0/10/0
5f47fb10bdb27375ccf408d0,10.40.106.99,ethernet0/9/0
5f47fb10bdb27375ccf408d1,10.40.71.91,ethernet0/10/0
5f47fb10bdb27375ccf408d2,10.40.114.139,ethernet0/10/0
5f47fb10bdb27375ccf408d3,10.40.188.59,ethernet0/9/0
5f47fb10bdb27375ccf408d7,10.40.28.115,ethernet0/10/0
5f47fb10bdb27375ccf408d8,10.40.223.170,ethernet0/7/0
5f47fb10bdb27375ccf408da,10.40.162.83,ethernet0/10/0
5f47fb10bdb27375ccf408db,10.40.119.170,ethernet0/10/0
5f47fb10bdb27375ccf408dc,10.60.60.250,ethernet0/9/0
5f47fb10bdb27375ccf408dd,10.60.26.146,gei_1/22/1
5f47fb10bdb27375ccf408e0,10.42.202.66,ethernet0/9/0
5f47fb10bdb27375ccf408e3,10.50.9.170,gei_1/22/1
5f47fb10bdb27375ccf408e5,10.42.130.162,gei_1/21/1
5f47fb10bdb27375ccf408e7,10.50.201.226,gei_1/22/1
5f47fb10bdb27375ccf408e9,10.42.40.26,ethernet0/9/0
5f47fb10bdb27375ccf408ea,10.42.214.106,ethernet0/9/0
5f47fb10bdb27375ccf408ec,10.40.182.43,ethernet0/10/0
5f47fb10bdb27375ccf408ed,10.40.7.66,ethernet0/10/0
5f47fb10bdb27375ccf408ef,10.50.43.42,ethernet0/9/0
5f47fb10bdb27375ccf408f0,10.50.11.154,gei_1/21/1
5f47fb10bdb27375ccf408f2,10.42.253.26,gei_1/21/1
5f47fb10bdb27375ccf408f5,10.41.20.178,gei_1/1/1
5f47fb10bdb27375ccf408f7,10.42.0.202,gei_1/21/1
5f47fb10bdb27375ccf408fa,10.50.137.10,gei_1/22/1
5f47fb10bdb27375ccf408fc,10.50.215.42,ethernet0/10/0
5f47fb10bdb27375ccf408fd,10.50.99.155,gei_1/21/1
5f47fb10bdb27375ccf408fe,10.50.167.218,gei_1/0/1
5f47fb10bdb27375ccf40900,10.42.40.130,gei_1/21/1
5f47fb10bdb27375ccf40902,10.42.17.66,ethernet0/6/0
5f47fb10bdb27375ccf40903,10.60.33.66,ethernet0/9/0
5f47fb10bdb27375ccf40905,10.41.81.242,ethernet0/9/0
5f47fb10bdb27375ccf40906,10.40.195.10,ethernet0/10/0
5f47fb10bdb27375ccf40907,10.40.117.50,ethernet0/10/0
5f47fb10bdb27375ccf40908,10.42.200.154,ethernet0/10/0
5f47fb10bdb27375ccf40909,10.42.205.170,ethernet0/9/0
5f47fb10bdb27375ccf4090a,10.41.96.210,ethernet0/10/0
5f47fb10bdb27375ccf4090c,10.42.100.235,gei_1/21/1
5f47fb10bdb27375ccf4090d,10.40.161.82,ethernet0/9/0
5f47fb10bdb27375ccf4090e,10.42.254.50,gei_1/22/1
5f47fb10bdb27375ccf40910,10.40.101.162,ethernet0/9/0
5f47fb10bdb27375ccf40911,10.50.29.2,ethernet0/9/0
5f47fb10bdb27375ccf40912,10.50.7.98,ethernet0/10/0
5f47fb10bdb27375ccf40913,10.50.186.114,gei_1/22/1
5f47fb10bdb27375ccf40916,10.42.122.58,gei_1/22/1
5f47fb10bdb27375ccf40918,10.40.134.194,ethernet0/9/0
5f47fb10bdb27375ccf40919,10.40.251.242,ethernet0/10/0
5f47fb10bdb27375ccf4091b,10.42.31.114,gei_1/22/1
5f47fb10bdb27375ccf4091d,10.40.239.203,ethernet0/9/0
5f47fb10bdb27375ccf40920,10.60.62.2,ethernet0/9/0
5f47fb10bdb27375ccf40921,10.40.49.146,ethernet0/10/0
5f47fb10bdb27375ccf40922,10.42.131.226,ethernet0/9/0
5f47fb10bdb27375ccf40923,10.40.41.11,ethernet0/10/0
5f47fb10bdb27375ccf40924,10.40.243.19,ethernet0/9/0
5f47fb10bdb27375ccf40925,10.40.191.98,ethernet0/6/0
5f47fb10bdb27375ccf40926,10.41.72.250,gei_1/0/1
5f47fb10bdb27375ccf40928,10.50.209.90,gei_1/22/1
5f47fb10bdb27375ccf4092a,10.50.3.50,gei_1/21/1
5f47fb10bdb27375ccf4092c,10.41.68.242,ethernet0/10/0
5f47fb10bdb27375ccf4092d,10.40.56.219,ethernet0/9/1
5f47fb10bdb27375ccf4092f,10.50.19.250,ethernet0/10/0
5f47fb10bdb27375ccf40930,10.42.193.58,gei_1/21/1
5f47fb10bdb27375ccf40933,10.41.91.242,ethernet0/9/0
5f47fb10bdb27375ccf40934,10.50.55.106,gei_1/21/1
5f47fb10bdb27375ccf40935,10.50.39.234,ethernet0/10/0
5f47fb10bdb27375ccf40936,10.40.1.155,ethernet0/10/0
5f47fb10bdb27375ccf40937,10.42.76.154,gei_1/21/1
5f47fb10bdb27375ccf4093c,10.50.18.186,gei_1/22/1
5f47fb10bdb27375ccf4093f,10.50.10.50,gei_1/21/1
5f47fb10bdb27375ccf40941,10.50.178.10,gei_1/22/1
5f47fb10bdb27375ccf40943,10.50.177.66,gei_1/22/1
5f47fb10bdb27375ccf40944,10.50.20.218,gei_1/22/1
5f47fb10bdb27375ccf40946,10.42.78.210,ethernet0/9/0
5f47fb10bdb27375ccf40947,10.42.190.106,gei_1/21/1
5f47fb10bdb27375ccf40948,10.41.157.106,ethernet0/10/0
5f47fb10bdb27375ccf4094a,10.42.169.114,ethernet0/10/0
5f47fb10bdb27375ccf4094b,10.40.98.147,ethernet0/9/0
5f47fb10bdb27375ccf4094c,10.41.182.42,ethernet0/9/0
5f47fb10bdb27375ccf4094d,10.40.41.42,ethernet0/7/0
5f47fb10bdb27375ccf4094e,10.40.127.226,ethernet0/9/0
5f47fb10bdb27375ccf40950,10.50.194.10,gei_1/22/1
5f47fb10bdb27375ccf40951,10.50.83.146,ethernet0/9/0
5f47fb10bdb27375ccf40952,10.50.110.218,gei_1/22/1
5f47fb10bdb27375ccf40954,10.50.43.58,ethernet0/9/0
5f47fb10bdb27375ccf40955,10.42.132.2,gei_1/21/1
5f47fb10bdb27375ccf40957,10.41.122.10,ethernet0/9/0
5f47fb10bdb27375ccf40958,10.41.58.242,gei_1/21/1
5f47fb10bdb27375ccf4095a,10.50.45.98,gei_1/21/1
5f47fb10bdb27375ccf4095c,10.42.20.130,ethernet0/9/0
5f47fb10bdb27375ccf4095d,10.42.52.243,ethernet0/9/0
5f47fb10bdb27375ccf40960,10.42.27.18,ethernet0/9/0
5f47fb10bdb27375ccf40961,10.50.56.194,ethernet0/10/0
5f47fb10bdb27375ccf40962,10.41.95.42,ethernet0/9/0
5f47fb10bdb27375ccf40963,10.40.179.90,ethernet0/9/0
5f47fb10bdb27375ccf40964,10.40.150.18,ethernet0/9/0
5f47fb10bdb27375ccf40965,10.40.189.202,ethernet0/9/0
5f47fb10bdb27375ccf40966,10.42.95.138,ethernet0/10/0
5f47fb10bdb27375ccf40968,10.40.130.170,gei_1/22/1
5f47fb10bdb27375ccf4096a,10.41.74.99,ethernet0/9/0
5f47fb10bdb27375ccf4096b,10.42.161.82,ethernet0/9/0
5f47fb10bdb27375ccf4096d,10.40.67.234,ethernet0/9/0
5f47fb10bdb27375ccf4096e,10.42.113.226,gei_1/22/1
5f47fb10bdb27375ccf40970,10.41.125.35,ethernet0/9/0
5f47fb10bdb27375ccf40971,10.40.86.139,ethernet0/10/0
5f47fb10bdb27375ccf40974,10.41.45.170,gei_1/22/1
5f47fb10bdb27375ccf40976,10.40.133.178,ethernet0/10/0
5f47fb10bdb27375ccf40978,10.40.44.42,ethernet0/10/0
5f47fb10bdb27375ccf40979,10.40.160.163,ethernet0/10/0
5f47fb10bdb27375ccf4097a,10.50.245.146,gei_1/21/1
5f47fb10bdb27375ccf4097c,10.40.72.67,ethernet0/10/0
5f47fb10bdb27375ccf4097d,10.50.58.146,ethernet0/9/0
5f47fb10bdb27375ccf4097e,10.40.136.42,ethernet0/10/0
5f47fb10bdb27375ccf4097f,10.40.229.114,ethernet0/6/0
5f47fb10bdb27375ccf40980,10.42.201.218,ethernet0/9/0
5f47fb10bdb27375ccf40981,10.50.183.138,ethernet0/10/0
5f47fb10bdb27375ccf40982,10.50.52.10,ethernet0/9/0
5f47fb10bdb27375ccf40983,10.50.61.187,gei_1/21/1
5f47fb10bdb27375ccf40984,10.60.0.114,gei_1/21/1
5f47fb10bdb27375ccf40986,10.40.18.99,ethernet0/9/0
5f47fb10bdb27375ccf40989,10.41.69.35,ethernet0/10/0
5f47fb10bdb27375ccf4098a,10.40.56.211,ethernet0/10/0
5f47fb10bdb27375ccf4098c,10.60.10.34,gei_1/1/1
5f47fb10bdb27375ccf40990,10.42.161.42,ethernet0/9/0
5f47fb10bdb27375ccf40991,10.40.150.202,ethernet0/9/0
5f47fb10bdb27375ccf40994,10.42.95.82,gei_1/21/1
5f47fb10bdb27375ccf40996,10.41.127.130,ethernet0/10/0
5f47fb10bdb27375ccf40997,10.60.121.194,gei_1/21/1
5f47fb10bdb27375ccf40999,10.41.46.226,gei_1/22/1
5f47fb10bdb27375ccf4099a,10.41.113.162,ethernet0/6/0
5f47fb10bdb27375ccf4099b,10.40.118.99,ethernet0/9/0
5f47fb10bdb27375ccf4099c,10.60.5.98,ethernet0/10/0
5f47fb10bdb27375ccf4099d,10.42.41.82,gei_1/22/1
5f47fb10bdb27375ccf409a0,10.50.194.82,gei_1/22/1
5f47fb10bdb27375ccf409a2,10.40.190.50,ethernet0/10/0
5f47fb10bdb27375ccf409a3,10.41.230.194,ethernet0/7/0
5f47fb10bdb27375ccf409a5,10.42.254.98,gei_1/21/1
5f47fb10bdb27375ccf409a6,10.50.193.106,gei_1/22/1
5f47fb10bdb27375ccf409a8,10.42.197.34,gei_1/21/1
5f47fb10bdb27375ccf409aa,10.42.126.154,ethernet0/10/0
5f47fb10bdb27375ccf409ab,10.41.26.242,ethernet0/9/0
5f47fb10bdb27375ccf409ac,10.41.71.99,ethernet0/9/0
5f47fb10bdb27375ccf409af,10.50.6.2,ethernet0/9/0
5f47fb10bdb27375ccf409b0,10.50.190.186,gei_1/22/1
5f47fb10bdb27375ccf409b2,10.40.15.59,ethernet0/9/0
5f47fb10bdb27375ccf409b3,10.40.155.98,ethernet0/9/0
5f47fb10bdb27375ccf409b5,10.42.197.130,gei_1/22/1
5f47fb10bdb27375ccf409b8,10.42.146.18,ethernet0/9/0
5f47fb10bdb27375ccf409b9,10.42.194.178,gei_1/1/1
5f47fb10bdb27375ccf409bb,10.40.209.66,ethernet0/9/0
5f47fb10bdb27375ccf409bc,10.50.250.58,gei_1/22/1
5f47fb10bdb27375ccf409be,10.41.91.187,ethernet0/10/0
5f47fb10bdb27375ccf409bf,10.50.38.146,ethernet0/9/0
5f47fb10bdb27375ccf409c0,10.42.178.234,gei_1/22/1
5f47fb10bdb27375ccf409c4,10.41.59.50,gei_1/22/1
5f47fb10bdb27375ccf409c6,10.50.40.58,gei_1/22/1
5f47fb10bdb27375ccf409c8,10.40.128.34,ethernet0/10/0
5f47fb10bdb27375ccf409c9,10.41.113.178,ethernet0/6/0
5f47fb10bdb27375ccf409cc,10.42.255.202,gei_1/21/1
5f47fb10bdb27375ccf409ce,10.50.183.42,gei_1/21/1
5f47fb10bdb27375ccf409d0,10.42.132.146,ethernet0/9/0
5f47fb10bdb27375ccf409d1,10.50.250.234,gei_1/22/1
5f47fb10bdb27375ccf409d3,10.42.151.162,ethernet0/9/0
5f47fb10bdb27375ccf409d7,10.50.46.106,gei_1/21/1
5f47fb10bdb27375ccf409d9,10.50.13.42,gei_1/1/1
5f47fb10bdb27375ccf409dd,10.60.12.234,ethernet0/9/0
5f47fb10bdb27375ccf409de,10.42.41.210,gei_1/22/1
5f47fb10bdb27375ccf409e0,10.42.51.74,gei_1/21/1
5f47fb10bdb27375ccf409e2,10.42.76.42,ethernet0/10/0
5f47fb10bdb27375ccf409e3,10.40.68.235,ethernet0/10/0
5f47fb10bdb27375ccf409e4,10.40.32.187,ethernet0/10/0
5f47fb10bdb27375ccf409e5,10.41.73.211,ethernet0/9/0
5f47fb10bdb27375ccf409e6,10.40.198.163,ethernet0/9/0
5f47fb10bdb27375ccf409e7,10.40.134.130,ethernet0/10/0
5f47fb10bdb27375ccf409e8,10.40.137.218,ethernet0/9/0
5f47fb10bdb27375ccf409e9,10.41.112.34,ethernet0/7/0
5f47fb10bdb27375ccf409ea,10.42.41.18,gei_1/22/1
5f47fb10bdb27375ccf409ec,10.40.131.90,ethernet0/9/0
5f47fb10bdb27375ccf409ee,10.40.165.2,ethernet0/9/0
5f47fb10bdb27375ccf409ef,10.41.91.122,ethernet0/10/0
5f47fb10bdb27375ccf409f1,10.42.44.122,gei_1/22/1
5f47fb10bdb27375ccf409f3,10.42.110.26,gei_1/22/1
5f47fb10bdb27375ccf409f5,10.41.247.219,ethernet0/9/0
5f47fb10bdb27375ccf409f6,10.50.56.50,gei_1/22/1
5f47fb10bdb27375ccf409f8,10.42.190.18,gei_1/22/1
5f47fb10bdb27375ccf409fa,10.50.112.162,gei_1/21/1
5f47fb10bdb27375ccf409fc,10.40.63.146,ethernet0/7/0
5f47fb10bdb27375ccf409fd,10.50.10.122,gei_1/22/1
5f47fb10bdb27375ccf409ff,10.50.39.90,gei_1/22/1
5f47fb10bdb27375ccf40a01,10.40.18.146,ethernet0/9/0
5f47fb10bdb27375ccf40a02,10.50.225.170,gei_1/22/1
5f47fb10bdb27375ccf40a04,10.42.105.210,gei_1/21/1
5f47fb10bdb27375ccf40a05,10.42.164.58,ethernet0/10/0
5f47fb10bdb27375ccf40a07,10.40.219.107,ethernet0/10/0
5f47fb10bdb27375ccf40a08,10.50.75.122,ethernet0/9/0
5f47fb10bdb27375ccf40a09,10.41.125.90,ethernet0/9/0
